text,gender
"        Hi again. I like this huge font. What about you guys? I like big fonts. They're cool. *Thinks* Why the heck am I talking about what type of font I'm writing in? Did I mention that it's red? Oh my God, there I go again. Well maybe I'll talk about something different, like that the font is Courier. Can you tell that I'm bored??      Well my mom just got home, and I have to read a boring summer reading book for 2 - count em - 2 HOURS!!! AHHHHH!!!! IT IS THE WORST BOOK EVER!!! HELLLLP!!!!      Well now I gotta go read... for 2 HOURS!!!!      ----------------> See ya.           ",female
"                 happy valentines day!!!  for all those ppl who dunt have dates.  went to stones yesterday with karen!!  lol we went into bath and body, and there was this perfume that smelled like MS. MANUEL!!!!!!!!!  erggh! >  went to that four-chaplains thing for RO.  so boring!!! and it was like 2 hours...but the bus ride over and back took longer because that DARN 28 only came like 2wice an hour *sigh* lost one of my torches!!!!!!  shucks.  that guy tobar was messing with it, and was spinning it around during the mini-inspection!!!!  darn.  ate krispy kremes in the morning :)  half of mine fell on the floor!!!!!!!  errghh.  that tobar guy ate 6!!!! *hey i had no dinner and no bur-reakfest!* lol!    slide championships!!!!!!!!! :D  hahahaha      ",female
"       Seeeeeee I managed it. Was on the computer for ages last night, too, and resisted temptation to post.  Party was quite fun of course. I was hearing people say it was shite but it seemed the same as most other parties to me. Maybe lacking a few mental incidents. After Cav's it was back to Buckley's for a more low key event.  Might go get this photo taken today. Need to frown like a mucker in it.         ",male
             Several circumstances negated my plans for tonight. But tomorrow's outlook is full of goofy grins.         ,male
"             I haven't blogged in over a month ... sounds like a confession, doesn't it? I wanted to, but don't always get time when I want to say something. Kent hogs the computer when he's home, so if I want to blog, I have to do it when he's at work or late at night.  Good things have happened: Cayla turned 8 and got baptized Saturday. Bad things have happened: Kent ran the cell phone bill up - $345 and a check Mom wrote me for a loan bounced so that I have to pay the $20 overcharge fee plus  $5 per day  and I don't know how many days her bank is charging for. It looks like my check tomorrow will go for bills and bank charges, and forget about Christmas presents for the girls. I was going to spend $50 on each girl for Christmas... they will have to wait until Kent gets paid next week.  That's another issue. Besides the whole - he doesn't like my input on  his  money thing - his company started mailing the paychecks instead of overnighting them to the job site. So, instead of getting his check on Wednesday every two weeks, they've been coming on Friday. The first payday had Veterans Day in it, the second had Thanksgiving Day. The last one didn't have a holiday, but it's the busiest mailing season of the year. Next week has Christmas... I just hope his check arrives on Friday and not Saturday.  It's going to be difficult to explain to the girls (ages 8 and 10) that they won't get Christmas presents on Christmas, they will have to wait until Daddy gets his check. Thanks, Securitas office in Des Moines... for making my Christmas just a little bit brighter. Thanks, Mom, for not telling me about the extra bank charge until I was already in a crappy mood (the last words out of my mouth before she told me about the charges) to tell me about the bank charges. Thanks, Kent, for having to talk to your internet friends before 9 p.m. when we have unlimited minutes.  Now I have to go get ready for work. I have a migraine... could it get any better than this?         ",female
"           Mike, I got your voice mail and postcard(thanks!). However, you sped up when you said your phone number, so I still don't know what it is.  It sounds like you're relaxed though!  My last day at work was Monday.  Hurray! I'm free! ... at last.  Well, in reference to below.  I'm going to grow my hair until it touches the ground and with that hair I'm going to strangle whoever wrote that.  Um, it's scary that some people still think that way.  (Coo coo!)          ",male
"       If you wake up in the morning and wonder why are there rice dumplings hanging all over...its Tuen Ng festival today!   Now, why the heck rice dumplings you might ask? Well,the festival commemorates the death of a national hero, Qu Yuan, who drowned himself as a protest against the corrupt rulers of the 3rd century China. Legend has it that the villagers threw rice dumplings into the river and beat drums to scare the fish away from his body in an attempt to rescue him. This is only one of the legend's variation,there are various out there.  The rice dumplings usually contain mushrooms,sliced pork,beans,glutinious rice and a duck egg yolk.Wrapped around tightly in bamboo leaves, these are boiled and then voila its ready for consumption  For those of you that know me, you just KNOW that the next part of Tuen Ng is comming up...the Dragon Boat races.YEpps!  As a very *aherm* knowledgeable person in the arena of Dragon Boating (yeah right!!) my fav site for Dragon Boat races is  urlLink here .  Stanley is a huge, HUGE international dragon boat competition.With over 146 teams this year,most are half drunk even before they touch the water.All in good fun me lass,all in good fun.Apparently the more 'serious' and competitive teams do not compete in Stanley..it's a second class competition.There's one up at  urlLink Macau  too...and thats the more 'professional' one.  Dragon boating season starts from April till July..when I say season,I meant the competitions held that I know about.Obviously winter is off season, but i know one of the better  urlLink teams  who are really good starts practice in January.The purple peeps paddle at competitions all around the world...from Guam to South Africa to Penang and Hawaii. Amazing.They'll be over at Macau for Tuen Ng.  Started off as a national pastime in Stanley during the late 60s,by the 70s the expats have already jumped the boat,so to speak, and joined in the good fun.Due to the tinier sized chinese..(OK not trying to be insulting here  but due to  my good mood,Im laughing my aris off on the implications of that line), the expats are eventually shooo-ed off to create their own category..  Hot sweaty men...chickadees in bikinis...all paddling with a half assed grins on their faces..now can someone tell me a better way to spend a tuesday?Other than stuffing yourself silly with rice dummplings of course.And all the beers that flows from nowhere...  Currently listening to: Baby Mammoth-Black Coffee         ",male
"       Misery Loves Company  And what good company I'm in!  Just wanted to say thanks to everyone who responded to my last blog entry, both here and in private.  I heard from people I didn't even know were reading, people who have been there and done that, people who used to be here and used to do this and have moved on to other rewarding endeavors.    In giving it some thought over the last couple of days, it's clear my discontent is two-fold.  Obviously, as many of you have commented, the vocal members of the gaming fan base can be persnickety and critical.  It's not just limited to the fans, either; at the worst of times my fellow industry professionals have been known to be critical and petty and vicious concerning the work of others.  However, even without that element, even if I removed myself from or never was confronted with the petty criticisms that run rampant all around me, there's a more nagging feeling that I'm just not doing anything  important  or lasting or meaningful.  That there are more important things that need to be done in the world, and I'm shirking.  I felt this way for a while after my daughter was born and people started treating me like an adult and a mother.  I couldn't get over the feeling that I was going to be found out: I'm no mother, when did I become a grown-up?  That I was only faking it, didn't know what I was doing or wasn't doing it 'right' and sooner or later I was going to be found out, exposed.  That feeling has faded as I've 'faked it' as a mother for long enough and both my daughter and I seem to have come through ok.  'Fake it 'til you make it,' as a friend says to me.  I guess where mothering is concerned, I've made it.  But this career of making games, even after 15 years and especially in the face of the greater needs facing my immediate community, my extended family, my citizens of my country, the rest of the people in the world...I again feel like a charlatan, a fraud.  Getting by doing what I'm doing only because no one is examining very closely what it is I'm up to; as if some authority figure is going to burst into the room at any moment, yelling, 'Didn't I tell you to put those things away?  Now, get out there and mow the lawn, and save some endangered species while you're at it, you slacker!'  I suppose I just don't want to be accused of fiddling (in the  engaging in nonsensical, trifling matters  sense, not in the  to play the violin  sense) while the world burns.  Meanwhile, I spend the day preparing for WedCon.  The guest list is in flux, what with people having car crashes, hurricanes closing down airports, and generally flaky and forgetful friends being flaky and forgetful.  Still, I expect to see some 40-50 people on Saturday, and I intend to feed them all.  If gaming kinda gets me down, cooking and feeding people is my joy, and catering WedCon is my current excuse.            ",female
"       ok, so i am personally relieved that my boy abroad has made contact...after his last blog we became quite concerned about his safety.......and somewhat amused about what our guest will think about our family......there are times when most of us has(have?) a book in hand.....not often 100%, but at least 2 or 3 out of 5 at any given stretch of free time......people unfamiliar with the concept of a leisure-reading family culture could see it as strange, i suppose.....or quite boring...certainly nothing to be suspicious about.......well, yeh, we do spend far too much money on books, but that is a discussion that i will not begin to get into at this time.........         ",female
       hey chris...  i can leave and return whenever. i have no schedule.  -sonia         ,female
           Michael Moore took home the top prize at the Cannes Film Festival this year.  His upcoming controversial release vilifying Bush is expected to be a hit.  Read more  urlLink here .          ,male
"           Then Peter came to him and said, 'Lord, how often shall my brother sin against me, and I forgive him? Up to seven times?' Jesus said to him, 'I do not say to you up to seven times, but up to seventy times seven. Matthew 18: 21-22  And let the peace of God rule in your hearts, to which also you were called in one body; and be thankful. Let the word of Christ dwell in you richly in all wisdom, teaching and admoniting one another in psalms and hymns and spiritual songs, singing with grace in your hearts to the Lord. And whatever you do in word or deed, do all in the name of the Lord Jesus, giving thanks to God the Father through Him. Colossians 3:15-17         ",female
           Didn't you get kicked out because you didn't blog enough?         ,male
       .......................... technology is sexy ..........................  what is meant by that word anyway? (sexy)  i'm reading:    urlLink     love the overall tone and direction of what she's saying -- i object to many of Ellul's critiques & Postman's logocentric thinking...  BUT she writes about the slippage of meaning in words and how they mask things more than they mean things--  she offers the example of the phrase 'user friendly' -- it masks the meaning of friendship far more than it means  a machine which is easy to use.  but this word -- sexy.  could a word possibly slip farther from its origin of meaning.  and at the same time mean exactly the same thing as it always has.   i use it a lot. I call a lot of things 'sexy.'  i want to continually make people think about their bodies and desire and how their bodies and desire do and don't matter in the virtual world.   metaphors are like terrorist bombs in the hands of hyperbolists.    ,male
"       Well Izzy is finally starting to blow here...I was outside just a few minutes ago and the winds are picking up and it has started to rain a little bit more than what it was earlier.  I love inclement weather. I would really love to go drivin right now...but it is late and I am tired...and I am still on house arrest. Tomorrow I will get to go out and play in it...I have to work a few hours tommorow evening.  I started my mods on my box today and almost (I say almost because I am able to fix it all) screwed it all up. I was trying to make nice curvy windows...but it is very difficult when you just don't have the right tools! Tomorrow when I head out I am stopping by a Wal-Mart to pick up some spray paint...I am going to spray paint the entire thing (with the execption of the front plate) black...that means I have to strip out all the guts and go to work on getting it painted. I already got the shell painted with primer...and it will look nice when I get it all worked out. I also have to stop by a radio shack and pick up some LEDs...preferably blue ones. My next purchase will be a new keyboard mouse combo...wireless of course (I had a set but gave it to Jesse...the Logitech setup with the optical wireless mouse was to slow for gaming) and it will be from Microsoft. I still have to cut the windows from the plexi I have (the first set of windows was an utter failure) and then mount them on the case shell. When I get it all done I will post a few pics of it all. I would also like to do an OC mod to the mobo to get a little more juice out of it. I think it will look good when it is all done.  Maybe this  keyboard-mouse combo  if I can find it.  Well it is late and I have to get up for the nurse in the morning...she is replacing my port needle...that is gonna hurt a little, but it is time this set has been in for a couple of weeks.  PLUR  Oh and isn't it interesting that Clark is now a candidate...jeesh.         ",male
"       first it was that i'm a supposed extrovert. now i've realized just how transparent i am. people can tell right away if i'm 'sad' because that's not how i am normally. this works against me, especially when i'd like to go unnoticed. so maybe i should just be quiet these days. (and just a note for everyone, i'd still like to think i'm an introvert. only i really know me right?)  so i begin here and now...           ",female
              urlLink Space.com  reports that the first commercial manned space flight has been achieved. The SpaceShipOne has made it to an altitude of 100 kilometers and that qualifies it to be the first private space ship. 62-years old pilot Mike Melvil was in control of the flight.     Photo coverage of the event on  urlLink Mojave Airport Weblog .         ,male
"           okay, folks i'm looking for a new job.  would like one in the non-profit field in the richmond area. any leads?         ",female
"           You've made a typo in the heading of this blog, Z. ''(Brian-Sneeze is not affiliated with naseeb.com or it's partners) ---'' BRAIN not Brian ;)         ",female
                  urlLink    18 hr non-stop...SG to NY...&nbsp; urlLink         ,female
"               'The US Supreme Court in a 5-4 ruling said that a lower court was right to block the 1998 law because it might prevent adults from accessing legal pornographic material. The law (COPA) would jail and heavily fine online smut merchants who don't require adult-access codes, personal identification or credit cards to access their Web sites.'  Now, I don't visit porn sites, nor do I want our children to, but the way the 1998 COPA law is written, it'll also affect sites giving info on medical advise about breast, testicle cancer and on adult sexuality info because of the 'adult' content. These sites could face jail time & fines just as well as the porn sites.  'the court's ruling 'demonstrates that there are many less restrictive ways to protect children without sacrificing communication intended for adults. ... The court has made it safe for artists, sex educators and Web publishers to communicate with adults about sexuality without risking jail time.''  You see, I feel no one has the right to trample on my 1st constutional right... especially when there is a much simplier way to make sure your children are safe. It's called, parental supervision. That's right, spend some time with your children and surf with them. Then you'll know where they are going and what they are seeing, online. Don't expect the US government to babysit your children and take over your responsibilities as a caring, loving parent at the expense of my constitutional right to free speech and expression. Get the needed software/programs to block what you don't want your child to see and then spend some quailty time surfing with him/her. And leave my 1st constutional right alone. ********************** It is a wise father that knows his own child. William Shakespeare (1564 - 1616), 'The Merchant of Venice', Act 2 scene 2  Is maith le Dia cunamh.  Go dte tu an cead!              ",female
"             SUNDAY night: we went to see Win a Date with Tad Hamilton.. it was cute... predictable.. but cute.  As our movie ended and we went to wait for Danielle's mom, Courtney ran into her friend Dylan.. who happens to be quite hot!  Things got really awkward after a couple minutes of talking.. so me and Danielle left Courtney standing there.  Then we all went outside into the cold night air.  Decided we wanted to see the hottness again and went inside where it was warm. We were sitting at the table with them and I looked at Dylan and if I were asking him to pass the napkins I asked him if we could see under his clothes! The best part was HE SHOWED US! Nice nipple ring he has! I wanted to touch it! hee hee  MONDAY: well I got up EARLY to write my biology provincial.  I think I did alright on it.  We went to Tim Hortons with Jenn and her sister and made fun of Josh for like 20 minutes! It was sooo funny! I don't think I have laughed that hard since me and Courtney laughed about our porn videos were 'are' gonna make! hahaha Then my aunt and I went to look for prom dresses.... I FOUND IT!!!! I got one!!!! I LOVE IT! it's blue and black, and I look thin and soo nice in it!! I LOVE IT!!! Thanks soooo much Auntie Alison.  Well it's Monday.... I have to clean the bathroom.. and then I am going for a walk with Courtney... I'll write tomorrow.. on my very much enjoyable DAY OFF!!!      - urlLink Nat-a-lee  giggled about a boy at 6:57 PM var w107517224102820117=escape('PROM DRESS!');   urlLink  Girly Giggles [   .]             Stand up, stretch, go pee and remember that I LOVE YOU!               ",female
"             Well this week. VBS all week! wow it got tiring. But i made a video for each day ( 4 OF THEM!) and eachday someone asked me'how much are you getting paid' (NONE!), Did you really do that?!(YES!), ori hear your going to be come a producer.(well maybe.) but yeah people were impresse by my stupid videos. haha only if they paid attention to my errors in them, bleh! well neways its been a long week im tired. Idk i am tired of this 0 comments crap. COME ON! i made it so everyone could comment...w/e.   Lately at VBS, i love what im doing making videos that proclaim god is there! its something im being called to do, well i think...but yeah i have gotten compliments left and right geeze makes me feel good. im going bye             ",male
"   Technical Aspects My Support System  Mainly my support system consists of Mark, Candy and Sieg! These are my friends with technical expertise and I regularly cry on their shoulders when I don’t understand the cryptic secrets of my computer.  As two of them will soon be heading off into the wild blue yonder overseas I have to pick as many brains as possible before this happens.  What will I do if my computer crashes?  I’ve had painful experience of this happening – twice! – since I started this course.  My recourse is the school network.  I spend long, lonely hours in the school computer laboratory on Saturdays and Sundays, but the work gets done!  Broad Specs of my Computer  Computer:   Intel Celeron CPU 1.70GHz AT/AT Compatible 97, 776 KB RAM   Operating System:MicroSoft Windows 2000 5.00.2195 Service Pack 2   Internet Connectivity  Speed:On average 44 Kb/s Modem connection: Softk56 Data Fax Voice Speakerphone CARP ISP:  Mweb    Applications I use ApplicationDetailsExpertise Word Processor MicroSoft Word 2000 and XP 4-5 Web browser Internet explorer 6.03-4 HTML editor Basic?0 Sound equipment:  speakers, sound card, able to generate .wav filesSpeakers and Sound Card; MPU-401 Compatible Midi Device0 Graphics create/editing program Macromedia Flash 3?0  Cognitive Aspects  Previous Experience with Distance Learning  None except what I’ve experienced from the beginning of this year.  I had perforce to be a distance student because I’m situated in Port Elizabeth and can only get to Tukkies three times a year.  So I’ve had enforced distance education, but haven’t really been part of a virtual learning community before.  Current Level of Dexterity using WWW  I feel fairly comfortable.  I use www.metacrawler.com a LOT because I find it suits my style of browsing.  I’ve often been disappointed with other search engines but seldom with metacrawler.  How accessible is the web for me in terms of finances?  That’s a tricky one!  Naturally I’d love to use the facilities at work (we have 24 hour a day access at school) but I prefer to work from the comfort of my own home.  With the help of the Tukkies bursary and a study loan I should be able to keep myself connected for the duration of the course!    My Typing Speed You really know how to put people on the spot!  I took Typing as a matric subject so I’m fairly comfortable with it.  It was the most sensible subject choice I made.  I typed fairly quickly at school and have still retained some of my old skill. (I typed this at 22:20 when I was very tired so I feel quite proud of my achievement!)      My Expectations of the Course  Every course in M.Ed. (CIE) has challenged me so far.  At times I resent the fact that I have to learn so many new things in so short a space of time, but in retrospect I must acknowledge that if the deadlines hadn’t been there, I would probably never have learned to use certain programs.  I expect to learn a lot more about chatting – I’ve only done this once or twice before and must confess that I’m not a natural-born web-chatter.  Perhaps I prefer to see people’s expressions so that I can react to them.  With a structured chat environment and focused topics, I expect to develop a greater level of comfort in this area.  I certainly expect to learn as much as I did with both the previous modules.  I’ve already learned to chat, and how to use a whiteboard!  I’m slowly learning about the basic components of my computer e.g. the sound cards etc.  I’m very excited about being forced to learn how to publish a blog and the various things that go along with that.  Whether I’ll be successful remains to be seen ……         ",female
"   Hehehehehe.  urlLink Digiboy , old buddy, I had nothing to do with that. Not with reason anyways. I just gave you some visitors, who then again gave you the chance of getting on her referal list :)  On the other hand, waddya think about my new layout? Well, not new, but redone. I love it! I just got one itsy-bitsy tiny thing to bitch about. Where the fuck did the black line around the blog go?!?! *pointing to the right* ---> I've tried everything, but it just woun't come back.....  Oh well, fuck it.... ",male
"                 hedwig, i can't give relationship advice, but i sure can give fashion advice! (haha!). I don't think you should wear a bra w/ a backless top - it does look tacky. go bra-less (wear band-aids - i think johnson and johnson makes this kind where the sticky part is really thin and sheer - sorry guys, TMI?) OR get that strapless bra w/o a back, the kind that tapes on in the front. they sell it at places like windsor's or charlotte russe. hope this helps!              ",male
"           Dude.. you just walked off from that? What WERE you thinking!?! You should have slipped her the tongue. :) I took the liberty of spell checking your post - you must have been off your face when you got back in.  We had a Wednesday night blow out as well.. went to watch the film in the park (with a few bottles of red) and then ended up in the Zebra.. it's getting better in there, not as many cheezy tunes and more fun than Follies... shame about the decor. I managed to scoop myself a Zebra square bandana after flirting with one of the bar staff. Rock on!  So Grist are you back down Libby Square this weekend, in your Slipknot hoodie and a bottle of Diamond White??         ",male
"   Quick note about Beltran before I get back to studying for my test in an hour.    Kent and Hidalgo are scheduled to make $20.5 million combined this year.  Their options for 2005 are $9 million and $15 million, respectively.  My point...McLane just needs to bone up and spend some more money this next offseason.    So here's my ideal offseason.  You sign Berkman and Oswalt to 4 year deals...maybe backload them just a little bit...you know, for when Bagwell's contract is finally off the books.  You could probably get each for $10 million/year each.  Berkman's already making $6.5 million this year, so that jump don't represent a lot more.  Oswalt's not making shit this year, so that would be a big jump.  But say that's like $13 million / year increase for the two combined.  Who's to say they can't be had for a little cheaper??  Then you just pony up and sign Beltran.  I don't care how...JUST DO IT!  Otherwise, our offense is gonna suck in a few years.  If you pay Beltran $15 million / year, then you've increased payroll about $28 million for these 3 players.  But you got then after dropping over $20 million in payroll in Kent and Hidalgo (who's options for the year would've cost $24 million).  So who would you rather have:  Kent and Hidalgo for one more year at $24 million, or Oswalt, Berkman, and Beltran locked up to long-term deals for an increase of $28 million to payroll.  One more thing I forgot...I believe we only signed Clemens for a year.  If I'm correct, that's another $5 million we no longer have on the books next year.  My final point:  the money's going to be there if McLane will just be willing to spend it.  And I can't remember the last really good, YOUNG player that we've signed...I think we're due.  That is all. ",male
"           It was an astounding discussion today! I'm surprised at our third period class today, we actually did some genuine discussions! Without more than five minutes of silent stares at each other! That's a huge benchmark for us. LOL.   Ok Nova, we may have a different stance on this issue about the discussion of 'racism'. I think the controversy of it is really really interesting, and really relevant to the society we live in today. Maybe whining about it doesn't help, and only makes the matter worse. But one has to study the history behind racism, the history behind slavery, and study the current society in general to get all these controversies and see that these debates are very interesting. If we are living in a place like Chicago, Los Angeles, NYC, San Francisco, or Atlanta, we might see the issue and controversies surrounding the issues of race and racism in a very different way, because the societies of these urban centers are so polygot that you CANNOT ignore the issue of race at all. And it becomes so relevant to your everyday lives, whether you like it or not. So I don't think we can make a judgement on how the issue of 'racism' is sooooo out of date and dumb now. To a lot of people, it's very relevant to their lives. And reading this book Huck Finn I'm sure will help us understand better the deep history behind slavery, race relationships between whites and blacks, that still influences our thinkings today. And I agree with today's discussion just banning the N word will not solve any any racial problem at all, not even down to the scale of molecules. There are a lot of other forms of racial discriminatory actions that we can not ban because of free speech issue such as Erin's description of all the confederate flags in the south still. And for christ's sake it's a piece of literature, one of the best pieces of American lit every written. And to the issue of calling people 'whites', 'blacks', 'African Americans' whatever, I agree with the discussions today that it's a matter of respect. Some people maybe offended by calling 'black', others maybe 'African Americans', so it. But I agree that in general, we just have to see all people as one group of Americans, and not place any body into a race or cultural profile. --------- So, what do you think of that?         ",female
"       Hello all, I hope everyone is doing wonderful!  I'm so happy that my love is recovering so well and that he is surrounded by encouraging and loving friends! My heart fell on the floor Wednesday evening when Todd called to tell me about his amazing collapsible lung...I've never felt so helpless. Thankfully he reassured me of his condition, it was as if he had already anticipated my questioning prior to his call, he remained calm and collected, telling me the details. I'm so proud of him for seeking care, I only wished I could have been there. He's super hero Todd...of course he'd do fine...I on the other hand tried not to sound anxious while simultaneously flipping through numerous medical books on treatment & prognosis. I couldn't help thinking...will this serve as a turning point and give him the purpose to quit smoking? All the while as important a factor smoking is, my concern was to address the immediate dangers, and so I made sure he wasn't having any shortness of breathing or difficulty breathing. I wanted to give him warning signs but not be alarming, yet I was sure he got all this at the ER...what else could I do. Timing is a delicate thing...the last thing he needed was me (of all people-given my history) saying something like, ya know you really outta quit smoking. I know he knows, it was apparent in the sighs...and pauses over the phone. All night I tossed and turned, the next day stricken with nausea, I saw patients which gratefully kept me focused on all things not Todd. I was elated to hear that he will be OK! I was sad to hear that this could happen again...something I already expected from my readings but remained hopeful for better news. I know the surgical procedure is an option but an expensive one, medical insurance would be a necessity. Soon, soon I say...Todd will have the best healthcare insurance as long as I can help it! I was secretly hoping that Todd would say, oh yeah, the doc's advise that I quit as well. After inquiring, the surgeon let that one slip by. I quickly said, it's documented that you decrease you're odds of this happening again by at least 50% if you quit now. He'd already had it covered, his arm that is with the nicoderm patch, ahhh I sigh in relief, I am so proud of him! Again, I just want to send my appreciation to all of you for supporting him...he has the best friends ever!  As for me, I'm already well into my family medicine rotation, in Beaverton, OR. I am absolutely loving every moment! I was extremely nervous the first week, trying to resist being thrown into seeing complicated patients on my own. I am learning at an amazing speed, time flies at clinic, I come home enter patients and procedures in the computer each night...look up everything I had seen that day, do write-ups and read some more...sleep a little and wake up and repeat. Each patient uniquely different accompained with new challenges...never a dull moment even for the simple ear ache or muscle strain. Already, I've done numerous PAPs, well child exams, male exams, and regularly see diabetes, HTN, asthma, thyroid disorders, mental disorders...it goes on & on, the crazy thing is the more you learn the more you realize what you don't know and thus you strive to learn more. Yesterday I had a 15 hr + day, working at the clinic during the day and the free clinic at night. Each Thursday, in Hillsboro, doctors, nurses, lab techs, interpreters & students come to volunteer free healthcare. It is the most rewarding experience. It's difficult to see the masses of people in need but their appreciation is priceless. Next, I am scheduled for Houston, TX in cardiology I can't wait especially since I'll be closer to my love! I'll try to post more often and share some experiences if you gals are interested.   One last thing, I just got done reading this incredible book called, Complications, a surgeon's notes on an imperfect science by Atul Gawande. I highly recommend it! He is a surgical resident in the Boston area, graduated from Harvard, and is a staff writer on medicine and science for The New Yorker, national book award finalist, national best-seller, need I go on. This is by far one of my favorites! Take care, Diana                  ",female
"          ANIMAL:       Take a picture of an animal -- it can be big or small, domestic or wild, on land or in water, real or stuffed.  As always, including yourself in the pic is encouraged, but not a requirement.   Post your photo to the  Buzznet  photoblog on Monday, April 12, 2004.            ",female
"       ok...i think it is time to overanalyze a Manson song, so here goes:  well...i better censor it for all my virgin eyed, virgin conscience'd people (*cough* Katrina is not who this is aimed at ...he he):  (^&*(&TYF*(&#T*&^(...now for all you that actually want to see the song:  'Use Your Fist And Not Your Mouth' Come on, come on!  Come on, come on!   I am overground, outselling it Since God thinks I don't exist  The beatings happen per minute This is not blue collar white corrective politics  I'm on an hate, american style, kick   This is the black collar song  Put it in your middle finger and sing along  Use your fist and not your mouth  (Come on, come on! Come on, come on!)  This is the black collar song  Put it in your middle finger and sing along  Use your fist and not your mouth  (come on, come on! Come on, come on!)   I'm on a campaign for pain  And when I get elected  I'll wipe the white off your house  The smile off your face   This is the black collar song  Put it in your middle finger and sing along  Use your fist and not your mouth  (Come on, come on! Come on, come on!)  This is the black collar song  Put it in your middle finger and sing along  Use your fist and not your mouth  (come on, come on! Come on, come on!)   I woke up today and wished for tomorrow  I don't want to be like anyone else  I woke up today and wished for tomorrow  I don't want even be myself   I said no, this isn't your song  We can't all get along  It's too hard to hold hands when your hands are fists  My hate pop won't ever stop  I'm f***ing glad we're different  This is my hate american style  hit  Don't bring  Don't sing it  Use your fist and not your mouth   This is the black collar song  Put it in your middle finger and sing along  Use your fist and not your mouth  (Come on, come on! Come on, come on!)  This is the black collar song  Put it in your middle finger and sing along  Use your fist and not your mouth  (come on, come on! Come on, come on!)   This is the black collar song  Put it in your middle finger and sing along  Use your fist and not your mouth  (Come on, come on! Come on, come on!)  This is the black collar song  Put it in your middle finger and sing along  Use your fist and not your mouth  (come on, come on! Come on, come on!)   I woke up today and wished for tomorrow  I don't want to be like anyone else  I woke up today and wished for tomorrow  I don't want even be myself          ",male
"                 Its officialy the end of thursday (in my books at least) and its prety much the same as it always was, and always will be. It was hot, and not much happened, but I'll tell ya what I remember happening.  Second period I had a assembly thing, I tryed to read the whole time but they were just talking to much and to load so I couldn't remember if I was reading or listening, so I put my book away. They weren't talking about much either, at least nothing I haven't already heard. I also got the full scoop on that afterschool design class, It was one of them ROP classes so by law they wouldn't let freshmen in. It was still quite rude of him to give me the boot with out answering any questions.  Third period I found out I have a math test tomorrow, but it being reviews and stuff I learned in 5th grade math (I was quite advanced for my age, not to sound to boastful) so I'm sure to ace it.  Fourth period I have to memorize the second stanza of the poem I posted earlyer. I can't even remember the first. I'm gonna have to repeat it to myself again. It's not gonna be easy when I have to recite the WHOLE poem from memory.  Fifth period was hot again, so we all went into the gym to play some basketball. I actualy tryed to participate this time. I think I finaly memorized my locker combo too. I think.  Sixth period I found out we have a test tomorrow. (hence the 'german test friday' in the title) I'm getting fairly good, german is a simple, and cool language to learn. I'm gonna ace this test too.  After school my front tire was flat again, It's annoying because I have to walk it in the opposite direction of where I'm supposed to be heading just to pump it back up at the 7/11, and then I have to ride all the way back to the school and go on from there. I realy hate these thorns that lie around just WAITING for a bike to run it over so that it can put a tiny hole in it and slowly deflate it. Even the slime wont protect you, you have to get those realy expensive heavy duty tires made of solid ruber, and I only have it on the back tire.  I got home and had a bunch of sweat stains on my shoulders from my book bag straps.  Again, if you would like to send me money to pay for a new notebook computer, please contact me. I would realy like to do stuff while moving lol.  Also I would like to ask, is there a way I can make my desktop picture in the sidebar auto update itself? Please contact me or coment on this post if you could help.              ",male
"           Maybe I'm strange, but right this minute, I'm sitting here crying. For no real reason at all. Just crying. Yeah, it's been a bad day, but we all have them, and I'm not one to just sit around and cry about it. The reality seems to have set in that in about two weeks, I will be without a job. Scary feeling. Christmas is coming up and that stresses the hell out of me.  I've decided I'm not a terribly nice person. More like mean. I screamed at a kid this morning because she wasn't doing what I told her and made her cry. She's one of the toughest athletes on our team, and I made her cry. I would classify her as a tougher athlete than I am, and never once did a coach make me cry. So, what do I do as a follow up to this screaming display? I pick a fight with Jake. It's near impossible to fight with him, but I found a way and he's not talking to me right now. I don't blame him, I wouldn't talk to me either. I also managed to make my headhunter cry today as well, although I really don't think that had anything to do with me. She was crying the first time I met her. I think it's her thing. So, it seems that crying is the theme for the day.  One fun thing happened today. We had a fundraiser 3-on-3 basketball tournament between the coaches of all the sports on campus. Nothing feels better than schooling basketball coaches at basketball. They always discount the track coaches as little waifish people who don't know how to do anything but run. Well, this year, they had a little secret weapon. A 6'2' former all-stater in everything, former volleyball wizard, and former sprinter and now long distance maniac. Myself, Jake and Buck just dominated the hell out of that tournament. When I play anything pissed off, it doesn't bode well for the opposing team. At one point, the men's basketball coach asked the women's basketball coach why I wasn't recruited to play basketball instead of volleyball. He informed him that I was, but that I couldn't swing 3 sports and still remain sort of sane. After a monster block, the men's coach turned to the women's coach again and said that he wasn't sure I was sane to begin with. Gotta love coaches. We're odd. In a good way. Sometimes.  All in all, I need a job. And I need it fast. I hate office jobs. With a passion. That's my only option.         ",female
"               urlLink    My friend bingbing helped me identify this. Thanks, bingbing! urlLink     urlLink            ",female
"           Well peoples, it's the last day of school and we've received our yearbooks.  Finally graduating!  This is going to turn into another message like in the yearbooks.  I am feeling happy!  Extememly!  There is only the US history regents and graduation left, but then we're all out.  I really do hope we keep in contact, who else am I going to make fun of?  I neeeeeeeeeeeeeed you!             ",female
"        urlLink    Arse number 4: If anyone knows whose this is, pos a comment sayin who cos iv no idea&nbsp; urlLink            ",male
