text,gender
@frnksslut I'm so fucking tired and autocorrect,male
we got added into a gc and u intimidated me but i wanted to be ur mutual so bad  https://t.co/PjbYQlX0Yj,male
"@lewis_herbert @BBCNews its instantly refunded by your bank, without question and at no cost to you. You just have to inform your bank.",male
"#SPECTRE
#SPECTREpremiere
#DanielCraig Should be given the opportunity to do the Bond films his way from now on.",male
"-I love your boobs and ass, and sometimes your face_Ùªã",male
"I just uploaded ""The Sparrows Go Up and Down"" to the @VangoArt marketplace #original #art https://t.co/ZKen6NMpQV",female
#Lifestyle The line-up was officially announced on 18 December 2012.,female
"@butwemaystill over two hours i think, and odeon nearly always start way late",female
@Dory @edcampos92 lmfao! I hate this show. This lil dude cries so much and the kids I babysit _ü it lmao,female
Stocks dropped today I think they gonna come back strong tomorrow but do I want to buy doke stocks and put money where my mouth is....,male
"When #Trump and #Carson crash, guess whoÛªll be sitting there?  Cruz and RubioÛ_",male
i need help guys which page was the costume party when mara was wearing the green emerald dress (in mara dyer)?,female
I do stuff for you and now you won't text back.. Hmm,female
how the fuck is it offending to say that my mom turned gay with the age of 30 after giving birth to two children and a failed marriage,female
@nternetinspired Indeed they do. I know from my niece and nephews (around the same age as yours) that they recover quickly. :),female
It's The Holidays!!! #EPSteam!!! by karen https://t.co/I7KE7EBroT via @Etsy#EPSteam!!,female
@CollierSheriff giving thanks to our Lord Jesus may her and her mother and father be so blessed,male
You meet a person and then start to miss the time you used to be just strangers trolling each other online.,male
SO HELLO FROM THE OTHER SIDE....,female
Dem can't talk the talk like me,male
Papi is also sooooo f(x) and suuuuuuper BUMPIN #4Walls #fx4Walls #fx_4walls,female
When the bread on low all my niggas on go _ÙÕ_ new sauce for the week Ýá_Ùª_Ù_ #LostInTheSauce ft. @iamzipk _Ùã_Ù_ https://t.co/VGCf8fUm5d,male
Good luck to @ArtSchoolLpool #lifefoodawards - fingers and toes crossed,female
"@candybriones And when we have our successful shows and toys, we'll have a taco party to celebrate! :)",male
@hmkyale Careful pt selection presumably key- this isn't for everyone. Plus procedures to keep pts (and staff) safe from these problems,male
"Toodles for now, Reno. Thank you for your rock and your clean mountain air. Can't wait to see you again.",female
"@MarkMasai @ntvkenya #PressPass Its now that this so called ""Big Boys"" are seeing the benefits of Digital Migration.They were so against it.",male
Voice of the Mirror: The nation is finally turning against Con man David Cameron https://t.co/kp4hbjNOqA,male
Ain't nothing like coming home and boolin it,female
@ollyofficial my fave teacher is meeting you tomorrow and she's v v excited!,female
damn I was so tired I slept through the entire afternoon,male
@tsnmike @David_C_Steele Your not serious with that statement right. You can show me a winless team and I'll still find pro bowl talent,male
You can't buy a bottle in Houston and come back with it. You gotta finish that shit. Nah what I'm saying. _Ù÷,female
giving up with actually doing work in the library and resorted to watching zoella,female
"There's just no question what this man should do
Take all the time lost, all the days that I cost
Take what I took and give it back to you",female
@SEBTSB ITS MY BIRTHDAY! And all I want is a notice from you._ÙÕÙ,male
"@mishomaru_eight I'd pass out lol
I need to save money and do well in school omg_Ù÷â",male
sick and tired of people treating me like they are better then me.,female
Kevin Hart is the _ÙÕ©! That takes skill to standup in front of ppl and your one responsibility is to make them laugh!,female
"ÛÏDon't Gain The World and Lose Your Soul, Wisdom Is Better Than Silver Or Gold Û - @bobmarley #StopJoeTrippi",male
I feel sick and nauseous af _Ù÷á_Ù÷á,female
Sexy and Flexy - These Girls ROCK! https://t.co/8lShhMcxLM https://t.co/0B46vUk5bS,female
@Frezro I like how the only person in the raid group so far is a DPS. lel... Is this Horde?,male
"I'm handling this ""bacon causes cancer"" news with complete grace and non-dramatic maturity",female
my pick is so faded now I showed it to my aunty and she managed to rub off half of the 1D on the front and the ram was already faded _Ù÷__Ù÷__Ù÷__Ù÷__Ù÷_,female
@David_Oakes @BOVTS @brianblessed Illustrious company then. Enjoy the evening.,female
@YorksSocialist Most important is the story anyways! _Ù÷ã Really hyped! Wish u a good evening; leaving twitter for a while for some Watchdogs.,female
Just saw 2 under covers chasing some kid selling drugs then the dude got crushed by a cop car and slammed to the ground.. That was hype,male
Thank you to @GoddessFish and The Reading Addict for today's TRIANGULATING BLISS tour stop https://t.co/56DDEISyt2 #TRIBLISS,female
"@Hannaramic omg noo! Lol Hanna it's FREEZING in my room _Ù÷_ just open a window, it's gorgeous out! _ÙÎ_ the bill is gonna go up _Ù÷_",female
So much shit in a 2 and a half hour time span  https://t.co/0JcJf6oT9b,male
Man V Food is still one of the best shows ever.,male
@VeniceMase at this point just staying healthy and seeing the core group of young guys develop,male
The headless wonder https://t.co/27zLpaxA5S,female
"@iamjasminex @CallumDelhoy @r0manceisb0ring well I meant pastry chef, but got it wrong, but thats the sense i made of it",male
@LeeSmith2000 I replied the other day about it getting annoying and someone replied 'shat on mark wools' _Ù÷â_Ù÷â_Ù÷â,male
"Look out,buhari is coming,he is the killer of mother's and children @timesofindia @indiafrica2015 tell him to free Nnamdi Kanu #radio biafra",male
"Some of the shit my friends conversations turn into, safe to sat many people would be scared and weirded out by it :D",male
I'm vegan:) but I can vouch for the restaurant and pre vegan love for the burger! https://t.co/Tqc0omp5i4,male
The fear of Lagos traffic has got me  just chilling in my car for 90mins now....,male
"The EU is voting on net neutrality tomorrow, and it could have serious repercussions (via @thejournal_ie) https://t.co/D89plmVhre",male
The Four Most Important Symptoms #ConcentrationProblems https://t.co/W7LP6KE2ii https://t.co/1TPpGtvDoo,male
Save the date and be part of the change actors. https://t.co/uL1pMJgRfT,male
@m_arz99 the school called my mom and they found it in the bathroom _Ù÷â we know who it was. _Ù÷â_Ù÷©,female
I have the best bf _Ù÷__ü,female
3 people followed me and 2 people unfollowed me // automatically checked by https://t.co/XwoxJiL8UN,female
@bellamysguns NOT A LOT I JUST READ A LOT durinG SCHOOL AND I JUST DONT HAVE WORK TODAY,female
"While youre doing fine theres some people and I
Who have a really tough time getting through this life
So excuse us while we sing to the sky",female
@SizTheWorld whatsapp me so i can send u the letter. Sorry i lost your tens,female
the legging prayer circle https://t.co/I8K1i7i0o9,female
KI with a block out and the Warriors take it again,female
"I just saw an article about ""why it's amazing to be a woman"" and the list was p much stereotypes abt women being emotional and whatnot -_-",female
Next-generation #construction #robots for on-site and off-site construction https://t.co/2nN2TYiUKG,female
Henry is the second child and has started learning the violin since 6 years old,male
I'm always the last one to get up in the porches and I always feel like a really lazy jackass,male
"@AngiViper 11/10 would give all the /hugs, even if it meant getting stabbed  &lt;3",male
35 hunned for the coat,female
"#Satan #Exposed. Who he is, and who he isn't. https://t.co/0hUym9R3ym
Part 5 of the #AreDemonsReal Series. 
#supernaturaltruthinchrist",male
you know that moment you want to cry because it's Monday and you have work? _Ù÷©,female
"Meet @chloe_patt15, one of our newest #TwitterTailgaters and future #CapstoneStudent! _Ù÷ä _ÙÉ¡_Ù÷_ÙöãÝ__ãÕãÕ  ãÉÉã¡_Ùö_Ù÷_ÙÉ¡ https://t.co/W8eMXLB70W",female
#Read how this Robin was a message from the Other Side! https://t.co/HlKW72VuBZ https://t.co/N22ZNJlV7i,female
@hittingpaydirt @clangager 5 actually more live this season with new PAT rules and kickers sucking. Have been talking to books about it,male
I come back from lunch and there's a big spider on my desk _Ù¥á_Ù¥á https://t.co/cb4MeW8Dza,male
"Went into HMV &amp; asked a guy if they had anything by The Doors. He said, ""Yeah. A fire extinguisher and a couple of One Direction calendars""",male
"Funny thing is I'm actually trying too like goin hard for it, God sees my struggles hard work and perseverance will get me through this",male
Herm Edwards is the man,male
"Photo: Today my #mcm goes out to my main man, best friend, and beloved son, Guthrie. As much as I loved my... https://t.co/Qld35Q7Qpi",male
@alyssacoren Your voice is amazing and do you sing a lot on video ?,male
@julienickart The student loans must be ridiculous!,female
@viinikka yeah. CO sensors and O3 sensors are notoriously problematic. IÛªm not actually sure how good mine are yet,female
Lately me and Delicia been down with the dumb shit!,female
@StephenBarringt  Yikes! Method acting? Both of you did an excellent job. #tooreal I kept thinking that you would slap #ImSorry in the mouth,female
Mike Newman and Gina Campbell celebrate the new record. 120.4 mph in a 5.5 tonne truck. @speedofsightorg https://t.co/FYRXP5rSRA,female
Either I'm just high or everybody looks like some shit from Monsters Inc or Men and Black_Ù÷â_Ù÷â,female
I don't think anything has ever upset me more than learning @bobbyfarnham24 is on the Pens anymore,male
I have been listening to sorry for like 4 hours and OK IM KINDA DONE,male
My grandmother wanted me to call her just to tell me not to join the service because I should be finding a husband to take care of me _ÙªÄ,female
Photoset: agoldthatactuallystays: alexandraelle: black family magic w/ agoldthatactuallystays and her... https://t.co/6AdGLfJOW8,female
@BostonRavenFans @RussellStReport go watch the football copy without a commentator who blames any and everybody because they don't know.,male
"@robhalloway @MercedesBenz_PR would love to!

Trying to get into the automotive industry but often told lack of industry experience is prob.",male
@KOCOdamonlane what is the rain chance 's for Friday?  And will it be raining during the day let's say about 4?,female
"So, what does the first 3 maps depict then? A Jewish state? And Arab state? A mandate? @Saleena_1 @jvplive",male
Blessed with the best men£ https://t.co/jtmdv9159E,female
GLENN WAS THE BEST AND YOU KILLED HIM,male
@knowhowtohelp my laptop has been written off without my consent. I did not want it to be written off and would like it back.,female
I hate when you argue with someone and they won't shut up and keep going on and on.,male
@onedirection Artist of the Year #AMAs https://t.co/DsjN39Gzs1,male
"Sometimes you just gotta let. go. Whatever happened, happened. Stop stressing over it.You still young and you got more shit comin' your way",male
The Shocking Truth About Our Deeper Issue https://t.co/Nmjpo3mvGV [The Archives] #heartstone,male
If a person uses a word and you get what they mean then it's a word,male
This little twig always passes me on the track and tries to show off like sir that is really not that impressive plz stop,female
Who can come up to Springs and get Marisa pj and myself I'll fill up tank,male
"÷_ @Harry_Styles
One day IÛªm gonna meet you &amp; hold you tight
I hope it happens soon «Ñíö 
mind you follow me?
All the love, B *_Ä
 Õ16.050",female
Seems as though someone has something in the works. https://t.co/bcCWHS3xBd,male
Never used a dating app in my life and I never will. I prefer meeting people in person. Body language is everything,female
The Jesuit Relations and Allied Documents: Travels and Explorations of the Jesui https://t.co/bfM7GHyuPx https://t.co/6nXf19kHnt,male
@FrancescoYates also the fact that you're a Virgo too makes you cool so _Ù÷,female
Lets not forget the running backs too..if you can even stop the pass game. They have a pretty skilled lineman at fullback.. BRUH,male
ugh so many people in my office can't deal with any ambiguity in their roles and all i get to deal with is ambiguity.,male
#fashion#style#cool Mothers are en  Vogue in Brazil Wearing Dolce&amp;Gabbana: To celebrate the Dolc... https://t.co/Ufd8gqm3xl #dolcegabbana,female
Whats with the tiny motorcycle? I don't want that shit in my tweet...,male
@DMonigatti -I think whoever they are given to will be tempted to sell them on the open market for cash.,male
You can change the color of my fan art to match your hair @Michael5SOS @5SOS https://t.co/Z6jIAE0uED #5sosfanart,male
Not in the mood.... like no lie... I'm a human being not a piece of meat _Ù÷Õ_Ù÷Ô#turnedoff,female
that's the 8% they have hidden.. UMPH. https://t.co/OnebBSAG93,female
My most and last favorite role at work continues to be 'surrugate thinker-through of things.',male
"HUD does amazing work, health and housing are closely connected https://t.co/RthfUmq1LF",female
"@thatgumyouliked @MikeChipperson Marx was an influence to Lenin and Trotsky, they started the Soviet Union and influenced Stalin.",male
The cinema is a slightly scary place tonight #Spectre,female
Bernie Sanders Brings Liberalism To The Mainstream And Drops A Truth Bomb On The View https://t.co/RQVi6iXgF3 via @politicususa,female
"""You want cures? You want fucking solutions? Then come to me 'cause I got the best goddamn ones."" #Bot",male
wanted to take the same picture as alex but the lightning is miserable,female
@mouthorjoe @MagicOnline this question has been asked many times and never answered.,male
@KlMDAlLY I liked /some/outfits [not the ones used in the mv tho] and the video sucked but ksoo and bbh's voices in moonlight!and the choreo,female
WHO links processed meat to cancer -- and vegetarians get smug on Twitter - CNN https://t.co/CU8bVUzSTO,male
@michelleslife98 I'm sitting at his desk right now and just watching them_Ù÷__Ù÷â,female
Complete the Swoof Sphinx wonder and build your ultimate #SmurfsVillage. https://t.co/KUFfkGNqmu @BeelineGames,female
I am gonna attend the tomorrow,male
"""Archive"" compilation EP Taken from Electronicvoice, Extra's and Pushing Buttons
https://t.co/CRcs508ToM",male
"@RodriguesMatt I hope you mean the other way, off the tracks away from the train? Riiiight?",male
"@DaDonDJSpyda thank u , I peeped the like _Ù÷",female
The best way to unwind and relax before 19 hours of flying _ÙÕ÷ https://t.co/ZOhaGFC4Mh,female
@FaithfulChickie @sascat @skookerG lol I voted Bill Clinton in the first time I have four children this is not my first horse and pony show,male
when your best friend comes up to you at homecoming and you ask her who she is..ya that's the level I was at,female
"The 25 best horror movies since 2000. (Co-sign on 1,2,3 and 5) @TheAVClub https://t.co/6GOg9COiYA",male
"ªÇ Just Announced: Houston, TX - Dec 1 at The Bull 100.3's Ten Man Jam https://t.co/KDnvZ3xjaf",male
@_awkwardAsia definitely and Portsmouth,male
"12 sectors today, all between Kenyam and Mapnduma which have been closed recently due to the #haze and #smoke in Indonesia _Ù÷á",male
@zaynmalik actually 7 months and one day,female
@anathorp3 was this when I sent you 60 texts and rang you 5 times,female
My other is complaining about the fact that in the first twilight movie Edward was pale as fuck and in the last one he isn't pale at all,female
"@Harry_Styles hi H! my birthday is in 10 days and your follow would be the greatest gift of all! please make it happen? all the love_ÙÕÎ140,654",female
The phrase Fuck Cancer doesn't even cover my feelings. I'm so sick of all this shit.,female
"I keep seeing WHO and in these headlines and thinking ""who"" instead of World Health Organization",female
I'm dressed like I'm going to Alaska and it's nice out,female
Everyone in psych talking bout their feelings and I'm just here like _Ùªã_Ù÷¦,female
Just earned 10 bounts for being fit and healthy. Start earning now #bounts #JoinThePros,male
Gonna kms cause I have two Friday classes and one of them is an 8am_ÙªÄ_ÙÐ¥_Ù__ÙÐ¥_Ù__ÙÐ¥_Ù_,female
"@JasonRitter @MasoniOlga @_merp_derp_ my #fanart Ford in dungeons,dungeons and more dungeons _Ù÷_Ï¬ #GravityFalls https://t.co/h0bHKs9Vmb",female
Pedro saying he's finding it hard at Chelsea because the football is different from Barca's...Everyone knows Chelsea bus parking football,male
We dont develop courage by being happy everyday we develop it by surviving difficult times and challenging adversity https://t.co/sm0HfRkrrf,male
"HELLO FROM THE OTHERSIIIIIIIIIIIII
IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIDEEEEEE",female
@SnipesSwag @SwiftOLT Lmk i got 2 finals twice and lost because they had 1 seed,male
"Washington Post: #Iran marches, Russia rules, #Obama sits back and watches https://t.co/Atv2UosAvs https://t.co/7Mo0UjIoiG #USA #Canada",male
@fllharry I AM LIYERALLY FUKGN SO HARD THVTJ NOW O ALCWNT EVEN BREAYHE I AM DEA D OH K YGOD PLAY THIS AT MY FUNERAL AND MY BIRTHDAY AND WEDD,female
@sunspot11 Since he did a lot of the work. It could be featured in @AmericanIronMag Garage. I freelance for the magazine .... (1/2),male
Dirt nasty and shit,male
The closest they're coming is in Berkeley and San Diego. Aka I need to take a road trip in June 2016,female
#Transitioning to the community after #military service is strongly assisted by the peer networks #veterans listen https://t.co/9DO7c5E3mg,female
My dog is the best,female
They been in the South London press and on the news I know about my town the genuine people and those who are fake hustling,female
If you say someone like Wale or Meek or Wiz has gotten big in the past five years you're a moron. They were big in the mixtape game.,male
"""It was a nightmare- but no more than that."" - Silver on the Tree Susan Cooper https://t.co/xWwIjFYkt9",female
@ContinuedSearch @BestOfMeech but I think that was the joke lmao,male
@glenn9oo Guest Soundtrack and chill,male
@Schweinmaster @Lynnmott2 Memphis given the no7 and then benched? Depay got worst when he played like VG asked. Same will happen to Martiak,male
I'm playing WordBrain and I've just reached brain size 690! #WordBrain  #words,female
"Many many thanks for all the Retweets &amp; Mentions today. Some people have more followers than me, but they don't have nicer followers than me",male
No. Haven't taken the new #IOS update &amp; still have the same phone #iphone6plus I got in Jan.  https://t.co/WkKAEpTpQL,male
"@HALSTlEL I think heÛªs easy to cosplay, and I have cosplayed him, but IÛªm probably an exception.",male
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",female
Is the blue/white game televised @KySportsRadio @MrsTylerKSR @ryanlemond ?,male
And my big strikes again! _ü_ÙÕ_ https://t.co/4ivSvOSdL4,female
The day before the appointment to get my car inspected I get pulled over bc my car is out of inspection. #mondayblues,female
@LPNorthover @Aurum_Boss @LibDems we will at a point remember with fondness the liberal impact on Tory measures,female
I entered @MattieDog's #Seattle-based The Peanuts Movie premiere tickets giveaway! #PeanutsMovie https://t.co/mZxykziiZj,female
Heck yes! (And I just might actually watch this one!) https://t.co/f1TOwSsuk8,male
@matsubunny My favorite solo performance of his tbqh - I need him to bring the sexy back! _Ù÷,female
@ecollantes_ temple right by you the fym_Ù÷« it's closer to you then me. I woulda scooped you,female
Here it is!!!  A #postapocalypse short film by Guillaume Oger and ALGO Studio. My butterflies have butterflies! https://t.co/3xSqSZEjKX,male
Multiple people complimented my butt today and it's so empowering. I feel like such a goddess,female
"Check out the @DailyScratchers app to win great prizes, offers and more... It's just like the lottery! 
https://t.co/j8Nk7AjITV",female
John cena vines are the best_Ù÷â_Ù÷â_Ù÷â,female
"It's National Sleep-In Day and Duke's taking advantage! Sweet dreams, Duke! https://t.co/42nyn62LiR",female
@Abdulhari108 @supersanusi bruh !!! We in the one already.. We don enta am,male
How to Make Love to a Man Tips - Get the Fire Back in Your Relationship Tonight https://t.co/WV4TlWqIv7 #MakeLove,female
Work the pole  https://t.co/XPq1Zfd3ng,female
"Everytime i wanna talk to her about literally anything, i get excited and cant talk. Maybe that's a sign. Maybe I DON'T FUCKING DESERVE IT_Ù÷Ê_Ù÷_",male
The best thing in the world is knowing I'm yours and you're mine.,female
Maybe I should add ink sketches to my commission list? They can be done quick and I can make the price cheapish https://t.co/XCx7mgTEck,female
Compiled a list of guitar effects pedals from around the Twitterweb. @effectsbay https://t.co/nozTxh4Z0D,male
"Just watched MDTP here in ALLWOOD SIX, Clifton, NJ. My 2 sisters and i enjoyed the movie immensely. It reminds me of Bride For Rent.",female
"Dreka the luckiest, perfect man perfect booty _Ù÷_ÙÕø https://t.co/t8nOWli3mH",female
Don't worry about failure. Worry about the chances you miss when you don't even try #actorslife #CoreySnowden #RiseWithThePhoenix #IAmTheOne,male
7 new unfollowers and 5 new followers (hello! hello!) in the last week. Via https://t.co/WL2CRq09dV,male
how come beauty youtubers like can't grasp the concept of waiting till liquid lipsticks have dried to lip swatch them,female
Someone help me try and meet the boys in Sheffield,male
Glad to be holding #Microsoft even if I only use #Mac https://t.co/4Fo6GHl6QN https://t.co/UEXFEnr5oW,male
I don't know any French but I found the prettiest French song and I have no idea what's being said but it just sounds so gorgeous,female
@KingOfHookah yeah idk I might get the new one. I don't think I have ever played the one I have,male
"@rvpisarapist i know the alphabet and how to write stuff, it's everything else that i don't get",female
When I'm working out&amp;I'm so exhausted I feel like breaking down any sec listening to Hall Of Fame always gives me the kick I need to go on_ÙÕ»_Ù_,female
"Port Authority and city police say the victims -- one man, one woman -- were initially hit by an SUV and thrown under the bus.",female
"If you surgically split a patients brain directly down the middle, they survive and function the same they did before #mindboggling",female
I've ordered the LP yaaaas @Grimezsz,male
"I nap when I'm not even tired I just have a free hour and I'm like ""why the hell not?""",male
A freshman just cut me in the line for pasta Monday... Pray for him. _Ù÷Õ_Ù«,female
Do what you love and have fun. Otherwise you'll give up... https://t.co/tt2L5YOvIh,male
@JoeManager where are the infos about Latin America shows?? 30,female
Matter: DNA of Ancient Children Offers Clues on How People Settled the Americas https://t.co/wdI7oo600n,female
"(2/2)
But some people leave such a bitter taste in your mouth,
and drain the life out of you,
to the point where you just give up on them.",female
55 Super-cool small balcony design ideas via @1Kindesign https://t.co/sa21NvEwhB https://t.co/KYEzswjPlz #realtor #interiordesign,male
I've been in this damn office for the past 2.5hrs. I'm starving and cranky and I just want to go home.,female
@erlking haha maybe. and admittedly i will always be invested in seeing how the human soap opera unfolds. but i dunno. sleep sounds nice too,male
"@trendddsetta word, and it's not even like you can return food after you've tried that one nasty ass bite",female
Total loss of respect for the little twat https://t.co/eQstpYJEck,male
@MadddieeXoxo ugh that's so annoying especially at the end of the marking period she's screwing everyone over,female
@DJ_ADAMMS it will probably be the only time! It was rare!,male
"Got to the counter today to find out the highlighter I wanted was å£49, it was too late to turn back and now my bank is in tears lol",female
I liked a @YouTube video from @goldglovetv https://t.co/eXQPwLIFnl PICK UP THE PACE (Keep Talking and Nobody Explodes),male
_Its been about 1 month 2 weeks since I opened my blog_ÙÒÐ. I felt the burning urge by the Holy SpiritÛ_ https://t.co/vYCBkT8Gd2,male
"Things I usually have a whole lot of and cannot control:
1. Sass
2. Frizz",female
Its just so hilarious to me that all these guys i used to crush on and dig back in school are trying to get at me now...haha,female
Newest tattoo and I don't think I could be any more happy with it!Û_ https://t.co/2HJKq08DP6,male
"ugh i can imagine all the ""krashlyn"" shippers going wild after seeing this https://t.co/Ackz9BQpeK",female
I'm still fly I'm sky high and I dare anybody tryta cut my wings,male
"@Harry_Styles
your beautiful voice never
fails to amaze me. i'm so
excited for the new album
mind following me please?
I love you_ÙÄ_Ùâ_ÙÛÓ171.058",female
"1979 advertisement / flyer for the UNITS first 4 song, 7"" e.p. Art by Tom Bonauro.
Available as a reissue on FDH... https://t.co/NSRupPGyCt",male
"If you have a nigga just don't go out, save everybody the trouble",female
"@Fayebaybayy also I went to the game yesterday where she scored in Orlando, the crowd went wild. Love and miss you!!!!",male
idk which one i should keep and which one i should delete rip https://t.co/Pq1yhchyPp,male
@BaileeMadison Love this! It's so true and it made me smile while reading it. :)) https://t.co/0OTliEf8lB,female
Great comments on when to ask -- and NOT to ask - for an NDA. https://t.co/p3ocqnhWXa,male
Want to win Complete Collection of The Cupcake Club Books 1-8? I just entered to win and you can too. https://t.co/5siDZFzc7L,female
"#Repost the_potheadsociety with repostapp.
ÄÈÄÈÄÈ
Bacon, ham and sausages rank alongside cigarettes as aÛ_ https://t.co/WnptkeBvov",male
@KarstenMcNeil @progducto i never left buddy. Alot of behind the scenes work is all. League was the only game I could play from home.,male
@toddy19 @InnesMary It's common for driver dashcam videos showing and complaining about cyclists to be the ones in the wrong.,male
The sentiments of this article at spot on! Marketing and Sales need to be cohesive @Molly_Reynolds1 https://t.co/bnb0zuGR5v via @Inc,female
https://t.co/SiLSEuvXeA One of the greatest unsolved mysteries of all time! #TheZodiacKiller. https://t.co/w6jtUDVBC5,male
I don't trust girls. So damn fake and shady.,male
@onedirection i am so so thankful and greatful to you..you are the best #thanksonedirection,male
I LOVE THAT THEY ARE TALKING ABOUT THE PAST,male
Aite let me go to the table so I can sub in _Ù÷â https://t.co/CFAIVKjhZo,male
@SarahNobleLD @WingsScotland @jeremycorbyn Corbyn is a pathetic puppet of the establishment. usless joke,female
"The boldness of the disciples was extraordinary. It was not willpower, it was God's power. #theNewCovenant",male
"We don't need a beeeeeeddddd no, don't need a master room, don't need to set the mood she like yeahhhh",female
@dopeydeyes tbh i would try and get a meet and greet again dos im a selfish bitch x,female
.@IFAWUK R/T WATCH Blood Lions the Documentary makes its debut on October 28th 10pm @Discovery Channel #BloodLionsGLOBAL,female
if y'all need a movie to watch on Netflix watch The Interview,female
You the one you know me the best,male
@TheMulattoChick the curl enhancing smoother (pink label) and use a little of that after. also use coconut oil whenever you want. lol,female
"@bitemyapp i had noticed your tendency to pee on the carpet, but i didn't want to say anything :P",female
"@LadyAttercop @LordAttercop yeah, there were websites and everything about it.",female
The mama bear in me is about to come out on you and I really don't think you want that to fucking happen.,female
"My body get hiccups at the worst times. I just wanna eat my food without choking pls, damn",female
Sometimes I just talk to my therapist about how to respond to awkward texts because ain't no shame in that game,female
@CamMeekins the fuck man.. what happened to the lamp city days? You sold out faster than I expected..,male
#TeamPAPii -One StateÛªs Struggle to Make Ends Meet: Why Illinois Is Without a Budget https://t.co/x5MEoDjvaj Unete  Õ @TeamPAPii),male
@DanBaynes94 and Wishart trying to claim capital is laughable.,male
im gonna start waking up at 6am and going on a run xxx,female
Why #DevOps automation is essential to #microservices success by @CAinc's @aruna13 https://t.co/YRB8IQFiHY,male
and again SIGH https://t.co/aVsK2gfnfn,female
@gillainey I don't have any hoes smh and its 4:20 lol,male
"@Frankeyz not in the sense that they are useless, there are some kings among them, but others are tools",female
The Martian was incredible!! @Rhys_Jones16,female
Try being kind and positive for a change you little buggers,female
"I guess honesty, truth, and making up for what I did wrong makes me a bad person. _Ùªâ",female
@joshybanyard the manager and the chef couldn't agree on what hours for me to do. It's still being sorted but everything else was pretty,male
Halloween is 5 days away and I still haven't figured out what I'm gonna dress up as. #halp,female
When your friends know your favorite restaurants and buy you birthday lunch for another city. ThankÛ_ https://t.co/x4CCNIjLtW,female
People assume the funniest stuff _Ù÷â,female
@JOSHTH3SQUASH Exactly. You Get It. Thank You For The Support.,male
I mean it takes me whole day to sit at a spot and make it warm and then someone comes and tells me to go to my room like wtf dude my life!!,female
"When you look me in the eyes like you did last night, I can't stand to hear you say goodbye",female
I can best describe my newest crush in a best seller novel title: Harry Potter and the Red Room of Pain.,female
"I always say ""Follow the heart and you'll find the way""  https://t.co/mifV4Zifu1",male
"And you must love the Lord your God with all your heart, all your soul, and all your strength. Deuteronomy 6:5",male
"Yes we get it, you know how to copy and paste from Twitter accounts that all post the same jokes &amp; try to take credit for them _ÙÔ_ÙÈ",female
How To Bring Art and Science to Managing a Content Calendar - https://t.co/gxpaPjXgxc https://t.co/2iwV3uGj2j,male
Number crunching for the past week - 1 new follower and NO unfollowers. Stats via https://t.co/qceVq1ucTB,male
Taking a fall spring break this week. Off to tally for the week then jax for FL/GA _Ù_Ñ_ÙÕ¬,male
He ordered the food on the menu and it's HOT,male
"@TeganRich The only thing that makes us the same is the subscription sampling, we can't be any more different. We do not focus on retail",female
When you do as your told for the first time like ever and wear your glasses... https://t.co/tcRNnpUuD3,female
@JamesWalkerNFL this is what #BillBelichick says before he destroys you. The #dolphins are a nice girl w a great personality. Sigh.,male
"The animated GIF reflective clothing look book is so in this winter (see also, HUF and Puma) https://t.co/8QPTxtf7nN",male
The perfect music duo would be SOMO and The Weeknd_ÙÔÎ_ÙÈ,male
To the bank with Penni to get more pennies #CrownsOnAMission https://t.co/O3lL2oGr1F,female
Ms.Oseni took my phone and I don't get it back until Friday UGGHHHH,female
Six days left till the end of #inktober and #Halloween. What creepy things should I attempt to draw?,female
"ÛÏThe only limits are, as always, those of vision.Û ÛÒ James Broughton",male
You know it's sad when your friends who play for UF call you and apologize for their own fan base,female
"@21nixon2020 If Bowles blows his TO's and they don't get a stop, Pats run the clock out and they never get the ball back. Follow?",male
"@AirCanada ref# L4RKKZ - Just wants to change date and not be broke after. Please make this right. Also, this is on FB as well.",male
"man I'm confused where you have the right to mouth ppl for being wrong.. bc ""you're"" far from perfect sweets _Ù÷Ü",female
@Lynseyy_Harris reunited and it feels so good_Ùá_ÙÔø_Ùª _Ù__Ù_ä,female
Hope to see you at the Meet and Greet on Thursday at 3:00 in the art room!,female
"@TimWadephul @CBCMusic @Alanis thank you Tim. Best twitter handle, by the way.",female
Love is a gamble and I ain't dealing with no broke niggas _ÙÐ¥_Ù_,male
one good thing ab highschool tho: getting thrown in the '''aces''' class and finally being mediocre in comparison to everyone,female
"When people used to say ""woke"" I just assumed they just woke up. Stfu with the gay slang.",male
Sometimes you just have to forget the people that hurt you,female
"@JoelOsteen ,thank you.I still await my financial breakthrough in Jesus name.Please pray for my reunion with my wife and children.",male
Yes @onedirection Artist Of The Year #AMAs https://t.co/5wLnIA64u0,male
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",female
@jibjaneen it's actually not that big a deal but I guess for the 18th century it was pretty scandalous,female
Watch The First Sketch From Bob Odenkirk And David Cross' New Netflix Show,female
"@OkoreLutherMK I agree, the guy did a dismal job",male
